date	piezo	pluie	etp	debit
21/04/2009	240.84	0	2.6	0.27
22/04/2009	240.9	0.2	3.2	0.26
23/04/2009	240.96	0	3.4	0.25
24/04/2009	241.03	0	4.4	0.24
25/04/2009	241.05	2	2.7	0.24
26/04/2009	241.04	1.8	1.7	0.24
27/04/2009	241.04	11.4	1.2	0.24
28/04/2009	241.03	5.4	1.4	0.23
29/04/2009	240.96	1.4	1.3	0.25
30/04/2009	240.92	5	2	0.38
01/05/2009	240.86	0	3	0.33
02/05/2009	240.8	0.6	1	0.27
03/05/2009	240.77	0	2.8	0.24
04/05/2009	240.73	0	3.1	0.22
05/05/2009	240.71	0	2.6	0.21
06/05/2009	240.69	0	3.4	0.2
07/05/2009	240.68	0.6	3.3	0.19
08/05/2009	240.65	0.2	3.5	0.18
09/05/2009	240.61	0	3.9	0.17
10/05/2009	240.57	0	2.3	0.17
11/05/2009	240.53	6.4	1.6	0.18
12/05/2009	240.47	0.2	1.1	0.19
13/05/2009	240.41	2.6	1.8	0.19
14/05/2009	240.37	5.8	2.3	0.22
15/05/2009	240.31	3.6	2.7	0.26
16/05/2009	240.26	11.2	2.8	0.21
17/05/2009	240.2	3.6	1.8	0.29
18/05/2009	240.12	1.8	2.8	0.48
19/05/2009	240.05	0.6	3.1	0.3
20/05/2009	239.99	0	3.7	0.22
21/05/2009	239.94	0	3.7	0.19
22/05/2009	239.88	0	4.1	0.17
23/05/2009	239.83	0	2.7	0.15
24/05/2009	239.78	9.6	3.7	0.15
25/05/2009	239.73	8.4	2.8	0.2
26/05/2009	239.67	0	3.9	0.19
27/05/2009	239.6	0.2	2.1	0.16
28/05/2009	239.55	0.2	3.5	0.15
29/05/2009	239.52	0	4.4	0.14
30/05/2009	239.5	0	5.5	0.13
31/05/2009	239.46	0	4.5	0.12
01/06/2009	239.41	0.2	4.1	0.11
02/06/2009	239.37	0	4.9	0.1
03/06/2009	239.33	0	5	0.1
04/06/2009	239.3	0	4.3	0.09
05/06/2009	239.28	4.6	3.2	0.09
06/06/2009	239.27	1.2	2.1	0.1
07/06/2009	239.23	7.6	2.5	0.13
08/06/2009	239.19	13.2	0.8	0.19
09/06/2009	239.08	4.8	2.6	0.22
10/06/2009	239.02	13.4	0.9	0.44
11/06/2009	238.88	0	3.8	0.38
12/06/2009	238.86	1	1.2	0.22
13/06/2009	238.84	0	3.7	0.18
14/06/2009	238.81	0	3.9	0.15
15/06/2009	238.79	0	3.8	0.13
16/06/2009	238.73	0.2	3.1	0.11
17/06/2009	238.74	0.2	4.5	0.11
18/06/2009	238.7	0	3.9	0.1
19/06/2009	238.66	0.2	3.9	0.09
20/06/2009	238.64	0.2	3.3	0.09
21/06/2009	238.63	0	4	0.08
22/06/2009	238.6	0	3	0.08
23/06/2009	238.58	0.2	4.8	0.08
24/06/2009	238.59	0.4	4.3	0.07
25/06/2009	238.59	0	4	0.08
26/06/2009	238.52	0.2	3.9	0.09
27/06/2009	238.47	0	4.3	0.08
28/06/2009	238.45	0.2	4.7	0.08
29/06/2009	238.39	0	4.7	0.07
30/06/2009	238.33	0	4.6	0.07
01/07/2009	238.3	44.6	5	0.07
02/07/2009	238.3	16.4	1.8	0.13
03/07/2009	238.27	0.4	3.4	0.12
04/07/2009	238.26	0	4.2	0.09
05/07/2009	238.23	0.6	4.1	0.08
06/07/2009	238.22	4.8	4	0.06
07/07/2009	238.18	5.2	2.9	0.07
08/07/2009	238.13	0.2	3.6	0.07
09/07/2009	238.11	0	3.4	0.06
10/07/2009	238.1	1	2.4	0.05
11/07/2009	238.11	6.8	2.5	0.05
12/07/2009	238.11	0.2	3.5	0.06
13/07/2009	238.09	0.2	3.7	0.05
14/07/2009	238.07	0.8	3.7	0.05
15/07/2009	237.99	0.2	4.2	0.04
16/07/2009	237.98	6.6	3.8	0.04
17/07/2009	237.97	1	3	0.05
18/07/2009	237.92	1.2	2.1	0.05
19/07/2009	237.89	0.4	3.3	0.04
20/07/2009	237.86	1.4	0.9	0.04
21/07/2009	237.89	10.2	2.4	0.07
22/07/2009	237.84	0.8	2.1	0.12
23/07/2009	237.79	5.4	3.3	0.1
24/07/2009	237.71	10.4	3	0.08
25/07/2009	237.64	0.4	3.2	0.07
26/07/2009	237.68	5.2	3.4	0.06
27/07/2009	237.67	0.8	3.4	0.07
28/07/2009	237.61	0	3.9	0.06
29/07/2009	237.62	17	3.3	0.06
30/07/2009	237.53	0.2	3.3	0.06
31/07/2009	237.54	0.6	3.9	0.05
01/08/2009	237.59	50.2	0.8	0.11
02/08/2009	237.51	0.2	2.1	0.11
03/08/2009	237.52	4.6	1.4	0.08
04/08/2009	237.59	0.8	2.1	0.08
05/08/2009	237.78	0	2.6	0.07
06/08/2009	237.99	9.6	1	0.1
07/08/2009	238.14	0.4	3.1	0.14
08/08/2009	238.32	0.2	3.4	0.09
09/08/2009	238.47	0.4	3.4	0.08
10/08/2009	238.51	1.2	1.9	0.07
11/08/2009	238.46	0.2	2.6	0.07
12/08/2009	238.38	0.2	3.8	0.06
13/08/2009	238.34	0.2	1.4	0.06
14/08/2009	238.29	0.2	2.5	0.06
15/08/2009	238.25	0.2	3.2	0.05
16/08/2009	238.17	0	2.2	0.05
17/08/2009	238.11	0	2.9	0.05
18/08/2009	238.06	0.2	3.8	0.05
19/08/2009	238.03	0	3.9	0.04
20/08/2009	237.98	0.8	3.5	0.04
21/08/2009	237.9	0.2	3.3	0.04
22/08/2009	237.87	0.6	2.2	0.04
23/08/2009	237.88	0.2	3.8	0.04
24/08/2009	237.88	5	1.5	0.04
25/08/2009	237.79	0.2	3.3	0.04
26/08/2009	237.76	4.6	1	0.04
27/08/2009	237.68	1.2	2	0.05
28/08/2009	237.63	0.2	3.5	0.04
29/08/2009	237.58	0.2	2.8	0.04
30/08/2009	237.59	0	2.1	0.04
31/08/2009	237.62	0	4.4	0.04
01/09/2009	237.57	0.8	3.2	0.04
02/09/2009	237.53	14.2	1.3	0.05
03/09/2009	237.49	4.6	1.9	0.09
04/09/2009	237.42	0.2	2.9	0.07
05/09/2009	237.34	0.2	1.9	0.06
06/09/2009	237.36	0	2.7	0.05
07/09/2009	237.36	0.2	3.1	0.05
08/09/2009	237.34	0.2	4	0.04
09/09/2009	237.27	0	0.8	0.05
10/09/2009	237.24	0.2	2.6	0.05
11/09/2009	237.24	0	3	0.05
12/09/2009	237.27	0.4	2.8	0.04
13/09/2009	237.25	0	3.1	0.04
14/09/2009	237.23	0.2	2.3	0.03
15/09/2009	237.24	4.6	0.9	0.04
16/09/2009	237.21	3.6	0.2	0.05
17/09/2009	237.18	0	1.3	0.05
18/09/2009	237.16	0.2	1.6	0.05
19/09/2009	237.12	0.2	0.9	0.05
20/09/2009	237.05	0.4	2.4	0.05
21/09/2009	237.02	0.2	2.1	0.05
22/09/2009	237.01	0.2	2.1	0.04
23/09/2009	237	0.2	2.3	0.04
24/09/2009	236.99	0.4	1.2	0.04
25/09/2009	236.96	0.4	2	0.04
26/09/2009	236.96	0.4	1.8	0.04
27/09/2009	236.93	0.4	2.1	0.04
28/09/2009	236.9	0	1.9	0.04
29/09/2009	236.9	0	2.2	0.04
30/09/2009	236.9	0	1.8	0.04
01/10/2009	236.86	0	2	0.04
02/10/2009	236.82	0	1.6	0.03
03/10/2009	236.83	0	1.1	0.03
04/10/2009	236.81	14.2	0.5	0.03
05/10/2009	236.83	16.4	1.1	0.08
06/10/2009	236.78	8.4	0.4	0.24
07/10/2009	236.75	7.8	1.5	0.19
08/10/2009	236.68	0	0.7	0.16
09/10/2009	236.66	2.2	0.8	0.13
10/10/2009	236.63	0.2	1.9	0.11
11/10/2009	236.62	1.2	0.8	0.09
12/10/2009	236.56	0	1.5	0.08
13/10/2009	236.55	0.4	1.1	0.07
14/10/2009	236.57	0	1.2	0.06
15/10/2009	236.54	0	1.1	0.05
16/10/2009	236.53	0.2	1	0.05
17/10/2009	236.54	0	1.5	0.05
18/10/2009	236.54	0	1.2	0.05
19/10/2009	236.59	9.8	1.8	0.05
20/10/2009	236.65	15.4	0.2	0.09
21/10/2009	236.56	5.2	0.6	0.1
22/10/2009	236.49	1.2	1.3	0.09
23/10/2009	236.39	4.8	0.4	0.08
24/10/2009	236.4	5.2	0.7	0.11
25/10/2009	236.36	0.4	1.3	0.1
26/10/2009	236.36	0.2	1	0.08
27/10/2009	236.4	0	1.5	0.08
28/10/2009	236.39	0.6	0.3	0.07
29/10/2009	236.39	0.2	1.4	0.07
30/10/2009	236.4	0.4	1.1	0.06
31/10/2009	236.38	1.8	1.3	0.06
01/11/2009	236.52	19	0.7	0.13
02/11/2009	236.44	17.6	0.5	0.17
03/11/2009	236.49	11.2	0.2	0.33
04/11/2009	236.56	7	0.9	0.36
05/11/2009	236.66	2.4	1	0.24
06/11/2009	236.79	8.2	0.4	0.19
07/11/2009	237.17	12.8	0.6	0.22
08/11/2009	237.47	6.6	0.8	0.52
09/11/2009	237.95	7.6	0.7	0.52
10/11/2009	238.79	1.4	0.1	0.39
11/11/2009	239.31	2.4	0.2	0.3
12/11/2009	239.58	24.2	0.2	0.26
13/11/2009	239.77	25.2	1	1.02
14/11/2009	240.5	18.2	0.9	1.1
15/11/2009	242.11	5.2	0.6	0.71
16/11/2009	243.21	0.2	0.8	0.53
17/11/2009	243.87	0.2	0.8	0.42
18/11/2009	244.34	0	0.8	0.36
19/11/2009	244.63	4.8	1	0.33
20/11/2009	244.69	12.8	0.1	0.52
21/11/2009	244.67	12	0.5	0.53
22/11/2009	244.79	9.2	0.8	0.51
23/11/2009	245.02	17.8	0	0.63
24/11/2009	245.38	9.4	0.7	0.94
25/11/2009	245.83	3.4	0.7	0.88
26/11/2009	245.92	11	0.5	0.86
27/11/2009	245.9	7.6	0.7	0.91
28/11/2009	245.91	14.8	0	1.08
29/11/2009	246.03	5.8	0.8	1.21
30/11/2009	246.08	3.6	0.6	1.05
01/12/2009	245.95	4.2	0.6	0.93
02/12/2009	245.91	3.8	0.1	0.88
03/12/2009	245.69	7.8	0.4	0.91
04/12/2009	245.47	6.4	0.1	1.03
05/12/2009	245.4	21.4	0.3	0.96
06/12/2009	245.45	3	0.7	1.19
07/12/2009	245.83	14.4	0.3	1.13
08/12/2009	246.1	8.6	0	1.09
09/12/2009	246.18	2.6	0.1	1.04
10/12/2009	246.1	0.2	0.4	0.92
11/12/2009	245.99	0	0.5	0.83
12/12/2009	245.77	0	0.6	0.77
13/12/2009	245.51	0	0.6	0.74
14/12/2009	245.26	0	0.5	0.7
15/12/2009	245.03	0	0.4	0.66
16/12/2009	244.8	0	0.6	0.64
17/12/2009	244.59	5.6	0.2	0.82
18/12/2009	244.37	7.4	0.5	0.77
19/12/2009	244.15	2	0.1	0.66
20/12/2009	244.01	2.2	0	0.78
21/12/2009	243.92	1	0.1	0.76
22/12/2009	243.86	0.8	0.4	0.67
23/12/2009	243.81	3.4	0.1	0.62
24/12/2009	243.79	3	0	0.64
25/12/2009	243.67	0.2	0.7	0.7
26/12/2009	243.63	4.6	0.6	0.6
27/12/2009	243.62	3.8	0.7	0.6
28/12/2009	243.64	12.6	0.6	0.64
29/12/2009	243.66	15.2	0.1	1.12
30/12/2009	243.8	6.2	0.3	1.03
31/12/2009	244.25	0.8	0.1	0.88
01/01/2010	244.68	0.4	0.4	0.88
02/01/2010	244.9	0	0.8	0.73
03/01/2010	245.01	0	1	0.69
04/01/2010	244.96	0	1	0.62
05/01/2010	244.87	4.6	0.3	0.56
06/01/2010	244.75	8	0.1	0.59
07/01/2010	244.5	0.2	0.6	0.57
08/01/2010	244.27	12.8	0.3	0.54
09/01/2010	244.08	15.8	0.1	0.55
10/01/2010	243.91	0	0	0.58
11/01/2010	243.73	0	0.3	0.56
12/01/2010	243.65	5	0.3	0.54
13/01/2010	243.49	5	0	0.59
14/01/2010	243.37	0	0.2	0.66
15/01/2010	243.38	6.6	0.1	0.69
16/01/2010	243.79	6.8	0.1	1.5
17/01/2010	244.53	0.6	0.6	1.72
18/01/2010	245.27	0	0.2	1.1
19/01/2010	245.64	3.2	0.4	0.95
20/01/2010	245.6	0.4	0.5	0.94
21/01/2010	245.36	3	0.2	0.85
22/01/2010	245.19	3	0.2	0.86
23/01/2010	245.02	0	0.4	0.79
24/01/2010	244.86	2.8	1.1	0.71
25/01/2010	244.73	5.6	0.3	0.78
26/01/2010	244.57	0	0.3	0.71
27/01/2010	244.5	0.8	0.8	0.63
28/01/2010	244.49	1.2	0.4	0.63
29/01/2010	244.49	7.6	0.8	0.7
30/01/2010	244.34	0.4	0.8	0.75
31/01/2010	244.17	3.6	0.4	0.62
01/02/2010	244.01	0.2	0.4	0.57
02/02/2010	243.92	3.6	0.1	0.57
03/02/2010	243.86	1.4	0.6	0.57
04/02/2010	243.82	6.8	0.5	0.56
05/02/2010	243.77	12.8	0.6	0.63
06/02/2010	243.7	1.2	0.2	0.94
07/02/2010	243.73	0	0.9	0.69
08/02/2010	243.97	3	0.1	0.59
09/02/2010	244.1	0	0.5	0.6
10/02/2010	244.11	0.8	0.9	0.56
11/02/2010	244.08	2	0.9	0.54
12/02/2010	244	0.8	0.8	0.53
13/02/2010	243.92	1	0.5	0.53
14/02/2010	243.83	0	0.8	0.53
15/02/2010	243.76	0	0.5	0.51
16/02/2010	243.71	0	1	0.5
17/02/2010	243.64	3.4	0.8	0.47
18/02/2010	243.49	2	0.8	0.55
19/02/2010	243.32	2.4	0.7	0.55
20/02/2010	243.2	0.6	0.8	0.53
21/02/2010	243.14	20.2	0.7	0.51
22/02/2010	243.1	6.2	0.2	0.95
23/02/2010	243.08	10.6	0.9	0.74
24/02/2010	243.35	22	0.3	1.09
25/02/2010	243.96	22.8	0.4	1.32
26/02/2010	244.89	8.6	1.3	1.47
27/02/2010	245.85	38.4	0.9	1.51
28/02/2010	246.3	2.6	1.4	3.2
01/03/2010	246.88	0.8	0.5	1.76
02/03/2010	246.77	0	1.1	1.37
03/03/2010	246.48	0	1.7	1.21
04/03/2010	246.04	0	1.3	1.1
05/03/2010	245.63	0	1.5	0.99
06/03/2010	245.39	0	1.1	0.92
07/03/2010	245.15	0	1.5	0.86
08/03/2010	244.95	0	2.1	0.8
09/03/2010	244.71	0	1.5	0.77
10/03/2010	244.5	0	1.7	0.72
11/03/2010	244.3	0	1.8	0.69
12/03/2010	244.08	2	1.6	0.65
13/03/2010	243.86	0.6	1.1	0.68
14/03/2010	243.68	0	1	0.62
15/03/2010	243.51	0	1.4	0.59
16/03/2010	243.36	0	2.1	0.56
17/03/2010	243.22	0	3.1	0.53
18/03/2010	243.12	3.8	2.6	0.51
19/03/2010	242.99	15.8	0.2	0.57
20/03/2010	242.89	0.6	0.3	0.62
21/03/2010	242.77	0	2	0.52
22/03/2010	242.76	3	1.2	0.48
23/03/2010	242.76	0.8	0.8	0.49
24/03/2010	242.77	3.4	1.2	0.47
25/03/2010	242.77	7.2	0.9	0.52
26/03/2010	242.75	12	1.3	0.54
27/03/2010	242.73	6	1.4	0.58
28/03/2010	242.76	2.2	0.3	0.6
29/03/2010	242.79	9	0.8	0.62
30/03/2010	242.9	7	1.5	0.66
31/03/2010	243.09	0	2.7	0.54
01/04/2010	243.34	6.4	1.9	0.44
02/04/2010	243.61	5.4	1.7	0.56
03/04/2010	243.78	18.2	1	0.8
04/04/2010	243.83	0.4	2.1	0.81
05/04/2010	244.08	0	1.6	0.56
06/04/2010	244.42	0.4	2.5	0.49
07/04/2010	244.53	0	1.8	0.47
08/04/2010	244.5	0	2.6	0.45
09/04/2010	244.44	0	2.6	0.43
10/04/2010	244.35	0	3.4	0.41
11/04/2010	244.25	0	2.1	0.43
12/04/2010	244.1	0	2	0.43
13/04/2010	243.94	0	2.2	0.43
14/04/2010	243.78	0	2.3	0.42
15/04/2010	243.62	0	2	0.41
16/04/2010	243.42	0	2.4	0.39
17/04/2010	243.28	0	2.8	0.38
18/04/2010	243.16	0	3.5	0.36
19/04/2010	243.02	0	3.4	0.34
20/04/2010	242.87	0	3.1	0.32
21/04/2010	242.78	0	2.5	0.31
22/04/2010	242.76	0	3.3	0.3
23/04/2010	242.71	0	3.5	0.29
24/04/2010	242.63	0.4	3.4	0.27
25/04/2010	242.53	0.2	3.1	0.26
26/04/2010	242.39	0	3.3	0.25
27/04/2010	242.26	0	3.5	0.24
28/04/2010	242.13	0	4.7	0.22
29/04/2010	241.99	2.4	3.4	0.22
30/04/2010	241.83	1.4	2.1	0.21
01/05/2010	241.69	0.4	2.2	0.22
02/05/2010	241.57	4.4	1.9	0.22
03/05/2010	241.44	0	2.3	0.21
04/05/2010	241.34	0	2.2	0.19
05/05/2010	241.25	0	2.7	0.19
06/05/2010	241.18	1.2	1.2	0.19
07/05/2010	241.12	2.8	1.5	0.22
08/05/2010	241.07	0	2	0.22
09/05/2010	241.01	0	2.4	0.2
10/05/2010	240.96	8	1	0.19
11/05/2010	240.91	0	2.8	0.21
12/05/2010	240.85	0.6	2.8	0.19
13/05/2010	240.8	0	2.8	0.18
14/05/2010	240.75	3.2	1.4	0.18
15/05/2010	240.69	0	2.6	0.19
16/05/2010	240.64	0.4	1.9	0.17
17/05/2010	240.58	0	3.9	0.17
18/05/2010	240.53	0	2.5	0.16
19/05/2010	240.47	0	2.5	0.15
20/05/2010	240.42	0	2.6	0.15
21/05/2010	240.37	0	4.5	0.14
22/05/2010	240.31	0	4.8	0.13
23/05/2010	240.26	0	5.4	0.12
24/05/2010	240.21	0	6.1	0.12
25/05/2010	240.15	11.8	4	0.12
26/05/2010	240.1	6.4	2.3	0.18
27/05/2010	240.05	0	2	0.19
28/05/2010	239.99	1.6	3.5	0.15
29/05/2010	239.94	5.8	1.3	0.15
30/05/2010	239.88	6.6	2.4	0.16
31/05/2010	239.83	2.4	1.8	0.18
01/06/2010	239.78	1	1.7	0.17
02/06/2010	239.72	0.2	3.1	0.16
03/06/2010	239.67	0	4.3	0.14
04/06/2010	239.62	0	4.9	0.12
05/06/2010	239.56	0.2	4.7	0.11
06/06/2010	239.51	0.2	3.9	0.1
07/06/2010	239.45	6.6	1.1	0.1
08/06/2010	239.4	4	2.4	0.13
09/06/2010	239.34	3.4	2.1	0.15
10/06/2010	239.29	6.2	0.6	0.15
11/06/2010	239.24	0.4	2.3	0.17
12/06/2010	239.18	0	4.1	0.14
13/06/2010	239.13	2.2	3.5	0.12
14/06/2010	239.08	5.2	2.2	0.16
15/06/2010	239.02	0	2.6	0.15
16/06/2010	238.97	0	3.4	0.13
17/06/2010	238.92	0	2.8	0.11
18/06/2010	238.86	0.2	4.3	0.1
19/06/2010	238.81	0.2	3.3	0.1
20/06/2010	238.75	0	4.1	0.09
21/06/2010	238.7	0	4.4	0.09
22/06/2010	238.65	0	4.7	0.08
23/06/2010	238.59	0	4.6	0.08
24/06/2010	238.54	0	5.3	0.08
25/06/2010	238.48	0	5.2	0.08
26/06/2010	238.43	0	5.4	0.08
27/06/2010	238.38	0.2	5.2	0.07
28/06/2010	238.32	0	5.5	0.07
29/06/2010	238.27	0	5.7	0.06
30/06/2010	238.21	0	4.7	0.06
01/07/2010	238.16	0	4.9	0.06
02/07/2010	238.11	4.6	2.1	0.05
03/07/2010	238.05	0.2	4.5	0.05
04/07/2010	238	1	4.5	0.05
05/07/2010	237.95	0.2	4.7	0.07
06/07/2010	237.89	0	4.5	0.06
07/07/2010	237.84	0	5.4	0.06
08/07/2010	237.78	0	5.9	0.05
09/07/2010	237.73	0.2	5.2	0.05
10/07/2010	237.7	0.4	5.3	0.05
11/07/2010	237.68	3.8	4.2	0.05
12/07/2010	237.67	5	1.9	0.05
13/07/2010	237.65	1.6	3	0.05
14/07/2010	237.64	8.4	3.3	0.05
15/07/2010	237.53	10	3.5	0.05
16/07/2010	237.5	1.4	2.9	0.05
17/07/2010	237.42	0	3.7	0.07
18/07/2010	237.4	0	5	0.06
19/07/2010	237.42	0	5.2	0.06
20/07/2010	237.45	2.8	4	0.05
21/07/2010	237.43	0.4	3.3	0.05
22/07/2010	237.36	2.6	3.1	0.05
23/07/2010	237.29	0	3.3	0.04
24/07/2010	237.26	0.4	3	0.04
25/07/2010	237.29	0	4	0.04
26/07/2010	237.25	0.2	4.3	0.04
27/07/2010	237.22	0	3.9	0.04
28/07/2010	237.19	0.6	4.2	0.04
29/07/2010	237.18	0	4.7	0.04
30/07/2010	237.16	0.2	3.4	0.03
31/07/2010	237.14	0.6	2	0.03
01/08/2010	237.1	0	2.2	0.04
02/08/2010	237.06	0.2	3.7	0.05
03/08/2010	237.03	0.8	2.1	0.04
04/08/2010	237.05	3.8	2.6	0.04
05/08/2010	236.99	0	3.7	0.05
06/08/2010	236.97	0.8	3.4	0.04
07/08/2010	236.94	0.4	2.7	0.04
08/08/2010	236.9	0.2	3.7	0.04
09/08/2010	236.9	6.4	3.7	0.03
10/08/2010	236.9	6.8	2	0.05
11/08/2010	236.85	0.2	3.4	0.05
12/08/2010	236.8	0	3.5	0.05
13/08/2010	236.78	0.2	2	0.04
14/08/2010	236.78	0.6	2.2	0.04
15/08/2010	236.73	0.4	2.3	0.04
16/08/2010	236.71	0	4.4	0.04
17/08/2010	236.73	0.4	1.8	0.03
18/08/2010	236.71	0.2	3.2	0.03
19/08/2010	236.67	0	3.3	0.03
20/08/2010	236.61	2	1	0.02
21/08/2010	236.58	0.4	1.8	0.02
22/08/2010	236.6	10.4	1.2	0.02
23/08/2010	236.64	1.4	3	0.04
24/08/2010	236.52	1.4	2.5	0.04
25/08/2010	236.54	8.4	0.4	0.04
26/08/2010	236.53	9.4	0.9	0.09
27/08/2010	236.49	0.2	1.2	0.15
28/08/2010	236.39	0.4	3	0.1
29/08/2010	236.41	0.4	3.1	0.07
30/08/2010	236.39	0.2	3	0.05
31/08/2010	236.39	0	3.4	0.04
01/09/2010	236.41	0.2	3.4	0.03
02/09/2010	236.38	0.2	3.3	0.03
03/09/2010	236.34	0.2	3.9	0.03
04/09/2010	236.32	0	3.5	0.02
05/09/2010	236.32	0	3.7	0.02
06/09/2010	236.36	6	1.3	0.02
07/09/2010	236.34	6.4	1.4	0.03
08/09/2010	236.26	4.8	2	0.04
09/09/2010	236.16	0.2	2.5	0.05
10/09/2010	236.15	0.2	2.4	0.04
11/09/2010	236.19	1.2	2.6	0.04
12/09/2010	236.11	0.4	2.9	0.04
13/09/2010	236.09	0	2	0.03
14/09/2010	236.12	1.4	2.9	0.03
15/09/2010	236.15	0.4	2.7	0.03
16/09/2010	236.14	0	2.4	0.03
17/09/2010	236.08	0.4	2.8	0.02
18/09/2010	236.05	0.2	2.3	0.02
19/09/2010	236.05	0	2.4	0.02
20/09/2010	236.04	0.4	1.9	0.02
21/09/2010	236.01	0.2	3.2	0.02
22/09/2010	236	0	2.2	0.02
23/09/2010	236.03	11	0.6	0.02
24/09/2010	236.01	1	1.3	0.02
25/09/2010	235.92	0	2.1	0.03
26/09/2010	235.93	0	2.2	0.02
27/09/2010	235.93	0	1.9	0.02
28/09/2010	235.89	0	1.9	0.02
29/09/2010	235.89	9.8	0.8	0.03
30/09/2010	235.86	5.8	1.1	0.04
01/10/2010	235.93	34.2	0.2	0.12
02/10/2010	235.88	24.8	0.1	0.21
03/10/2010	235.88	29.4	0.9	0.31
04/10/2010	235.83	2.2	1.3	0.46
05/10/2010	235.8	14.2	0.4	0.28
06/10/2010	235.74	0.2	2.1	0.4
07/10/2010	235.74	0.8	0.8	0.24
08/10/2010	235.79	0	1.9	0.18
09/10/2010	235.83	1.2	2	0.15
10/10/2010	235.87	0	1.8	0.12
11/10/2010	235.86	0	2.1	0.1
12/10/2010	235.86	0.2	2	0.09
13/10/2010	235.88	0	2	0.08
14/10/2010	235.89	0.8	1	0.07
15/10/2010	235.92	0.6	1.1	0.07
16/10/2010	235.95	1.2	1.8	0.07
17/10/2010	235.92	0	1.2	0.06
18/10/2010	235.93	0	1	0.06
19/10/2010	235.98	0.6	1.8	0.06
20/10/2010	235.93	0	1.5	0.06
21/10/2010	235.91	0.4	1.2	0.05
22/10/2010	235.94	1.4	1.5	0.05
23/10/2010	235.99	0.8	0.9	0.07
24/10/2010	235.93	2.4	1.4	0.08
25/10/2010	235.82	0	1.1	0.06
26/10/2010	235.85	0	0.9	0.06
27/10/2010	235.89	1.6	0.8	0.07
28/10/2010	235.88	0.2	0.9	0.07
29/10/2010	235.98	7.8	1.3	0.07
30/10/2010	235.91	6.8	0.8	0.09
31/10/2010	235.89	0.2	0.8	0.09
01/11/2010	235.71	1	1.1	0.08
02/11/2010	235.73	1	0.6	0.07
03/11/2010	235.73	1.8	0.3	0.08
04/11/2010	235.69	0	1.5	0.08
05/11/2010	235.71	2.6	1.2	0.07
06/11/2010	235.76	6	0.4	0.09
07/11/2010	235.8	15.4	0.7	0.14
08/11/2010	235.99	7	0.3	0.22
09/11/2010	235.89	6.2	0.6	0.2
10/11/2010	235.61	2.8	1.1	0.25
11/11/2010	235.71	16.6	0	0.31
12/11/2010	235.94	25.6	0.3	0.37
13/11/2010	236.54	48	0.2	1.03
14/11/2010	239.5	0.4	0.4	1.42
15/11/2010	240.2	0	0.7	0.66
16/11/2010	241.14	3.8	0.6	0.44
17/11/2010	242.13	18	1	0.5
18/11/2010	243.12	1	0.7	0.48
19/11/2010	243.81	7.2	0.1	0.41
20/11/2010	244.33	0	0.8	0.39
21/11/2010	244.64	2.6	0.9	0.35
22/11/2010	244.77	1.8	0.5	0.47
23/11/2010	244.73	0.2	0.5	0.41
24/11/2010	244.65	4.2	0.5	0.4
25/11/2010	244.57	0.2	0.8	0.52
26/11/2010	244.45	1.2	0.5	0.43
27/11/2010	244.38	11.2	0.3	0.42
28/11/2010	244.25	0.8	0.3	0.49
29/11/2010	244.11	0	0.4	0.41
30/11/2010	244.02	0	0.7	0.35
01/12/2010	243.96	2	0.2	0.33
02/12/2010	243.88	3	0	0.32
03/12/2010	243.75	3.8	0.7	0.32
04/12/2010	243.67	7.6	0.1	0.56
05/12/2010	243.65	1.6	0.1	0.93
06/12/2010	243.83	0	0.8	0.76
07/12/2010	244	0	0.7	0.55
08/12/2010	244.08	0.2	0.9	0.5
09/12/2010	243.98	0	0.9	0.44
10/12/2010	243.93	0	0.7	0.42
11/12/2010	243.9	0	0.5	0.41
12/12/2010	243.86	0	0.5	0.4
13/12/2010	243.76	0	1	0.37
14/12/2010	243.6	4.2	0.1	0.35
15/12/2010	243.45	0	0.2	0.36
16/12/2010	243.42	6.2	0	0.35
17/12/2010	243.38	5	0.3	0.53
18/12/2010	243.32	10	0	0.45
19/12/2010	243.26	4	0.4	0.56
20/12/2010	243.13	0.8	0.6	0.71
21/12/2010	243.16	0	0.6	0.59
22/12/2010	243.3	0	0.6	0.48
23/12/2010	243.39	1.2	0.8	0.45
24/12/2010	243.39	0	0.9	0.45
25/12/2010	243.36	0	0.8	0.41
26/12/2010	243.34	0	0.6	0.37
27/12/2010	243.38	3	1.3	0.36
28/12/2010	243.33	0.4	0.1	0.46
29/12/2010	243.24	3.6	0.1	0.51
30/12/2010	243.17	0	0.3	0.48
31/12/2010	243.09	0	0.1	0.41
01/01/2011	243	0.6	0.1	0.39
02/01/2011	242.94	0	0.3	0.37
03/01/2011	242.91	0.8	0.4	0.35
04/01/2011	242.88	0	0.3	0.35
05/01/2011	242.88	5.2	0.1	0.35
06/01/2011	242.81	9.6	0.1	0.51
07/01/2011	242.8	8.2	0.3	0.57
08/01/2011	242.79	0.8	0.3	0.66
09/01/2011	242.79	0	0.8	0.51
10/01/2011	242.8	21	0.1	0.44
11/01/2011	242.99	2	0.9	0.7
12/01/2011	243.19	3.2	0	0.55
13/01/2011	243.66	0.8	0	0.6
14/01/2011	244.02	6.4	0.3	0.66
15/01/2011	244.27	0.2	0.5	0.64
16/01/2011	244.47	14.4	0.6	0.54
17/01/2011	244.6	1.4	0.9	0.72
